Term	fdr	es	nes	gene %	lead_genes
rRNA transcription (GO:0009303)	0.8179807144633503	0.3024230082206806	0.812869397695622	29.53%	ANG;NIFK;SIRT7;TAF1B
negative regulation of endoplasmic reticulum calcium ion concentration (GO:0032471)	1.0	-0.38167905432762783	-0.8125111725836771	4.72%	ATP2A1
protein import into nucleus (GO:0006606)	1.0	-0.25686446863184986	-0.8121174678237542	30.58%	SPRN;RGPD1;POM121;NUP62CL;PRICKLE1;PPP1R10
regulation of BMP signaling pathway (GO:0030510)	1.0	-0.235265000072413	-0.8119856967754285	21.22%	CRB2;LRP2;SOX11;TBX20;VWC2;RNF165;SOSTDC1;RBPMS2;BMP2
positive regulation of vacuole organization (GO:0044090)	0.8195939184228711	0.33306389826892063	0.8115356875515484	35.86%	ANXA2;GRN;RALB;RAB3GAP1
positive regulation of membrane protein ectodomain proteolysis (GO:0051044)	0.8194360127896716	0.2790541848828708	0.8112480547484383	0.62%	IL1B
regulation of phosphoprotein phosphatase activity (GO:0043666)	0.8190753070429617	0.2534204925509273	0.811072573198335	74.69%	CALM1;CALM2;FKBP1A;HSP90B1;PPP1R15B;MAGI2;CRY2;PPP1R1B;PPP6R2
negative regulation of cold-induced thermogenesis (GO:0120163)	1.0	-0.26013163394281613	-0.8109859396786724	34.72%	NR1H3;ALDH1A1;ACTN3;NR1D1;PLCL2;ACVR2B;MAP2K6;ACOT11;NOVA1
negative regulation of stress-activated MAPK cascade (GO:0032873)	0.8198963889041359	0.21147116993762372	0.8101917727438105	78.90%	PPIA;MECOM;TAOK3;GPS2;GSTP1;CYLD;DUSP10;SIRPA;EZR;SH3RF2;PER1;PINK1;KLHL31;MARVELD3
acetyl-CoA metabolic process (GO:0006084)	1.0	-0.3587618013209246	-0.8100797251007905	25.61%	ACACB;ACACA
regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902229)	0.8200478661577038	0.31635780504453026	0.8097484777523754	9.18%	SNAI2;RPS3
mRNA export from nucleus (GO:0006406)	0.8205956667794106	0.1526392297764178	0.8091090711006172	29.19%	ENY2;MAGOHB;SEC13;RBM8A;SRSF3;MAGOH;NUP37;SRSF7;NXT1;DDX39A;RAE1;SEH1L;NUP35;SLU7;TPR;SRRM1;THOC7
regulation of double-strand break repair (GO:2000779)	0.8200036069238972	0.2006694051422487	0.809086615036653	79.98%	ZNF365;FMN2;PML;SIRT7;RPA2;RAD51AP1;OTUB1;UBR5;KDM1A;CHEK1;SPIRE2;OTUB2;USP51;RNF169
leukotriene metabolic process (GO:0006691)	0.819753562624061	0.25376073473152094	0.8088539103377408	11.02%	ALOX5AP;PLA2G4A;MGST3
positive regulation of transcription, DNA-templated (GO:0045893)	1.0	-0.18981892249065627	-0.8086860664005605	37.92%	CSRP3;NKX2-5;BMP5;MYOCD;BMP7;FOXH1;HEY2;KCNH2;HAND1;CDKN1C;HOXB3;CITED4;PROX1;MLIP;MYCN;TBX5;PPARGC1A;EPCAM;ZNF711;RXRG;CASZ1;HNF1A;ESRRG;SOX11;THAP3;NR2C2;TESC;HAS3;ERBB4;FOXP3;CD4;PRDM16;NR1H3;IRF6;HEY1;GATA5;CDH1;SFRP2;NR1I3;ISL1;ELF3;SLC11A1;CHCHD10;NME2;NR1D1;IGF2;OTX2;HIVEP3;SOX15;WNT11;RFX4;SOX2;LBHD1;CAPN3;PBX2;LHX4;PAX6;HEATR1;GRHL2;GABPA;RFPL3;GATA1;GLIS2;ABRA;SOX10;PDGFB;RXRB;ZP3;LMO2;BMP10;NHLH2;PHF10;AUTS2;DYRK1B;DOT1L;BMP2;E2F5;HAND2;MZF1;HOXB2;BMP6;SPAG8;RARB;NKX2-6;RPS6KA5;ZFPM1;MIXL1;ESRRA;GDF2;FOXA1;ASXL3;KLF15;WNT2;PHOX2A;TAF6L;MAP3K12;TP73;RFX6;EGF;IRX3;PAX3;ZNF750;APOE;DPF3;CAND2;SOX3;PRDM11;NR4A3;MLLT6;GATA4;BCL2L12;FZD5;ZBED1;CEBPA;ZBED3;KDM6B;LPIN2;LPIN3;HDAC5;CAMK1;MAML3;FOXO4;PPARGC1B;CSRNP3;ZSCAN21;CD74;SOX8;KAT5;SOX12;NFATC2;TFEB;ETV1;RHOQ;MEIS2;FOS;DEAF1;CSRNP2;GABPB1;E2F8;ERBB2;CEBPZ;TP53INP2;SRF;PER1;TCF20;SALL1;MYRF;FGFR2;CRLF3;BCL9;MAPRE3;PTOV1;ING1;ZNF513;JUP;SREBF2;DBP
chaperone-mediated protein complex assembly (GO:0051131)	1.0	-0.3175896642232197	-0.8085758278238102	25.72%	PTGES3L;HSPA1A;HOPX
L-glutamate transmembrane transport (GO:0015813)	1.0	-0.34694609942832105	-0.808410152449838	37.33%	SLC25A18;SLC1A3;SLC25A22
acidic amino acid transport (GO:0015800)	1.0	-0.34694609942832105	-0.808410152449838	37.33%	SLC25A18;SLC1A3;SLC25A22
neuron projection extension (GO:1990138)	1.0	-0.2783696985319858	-0.8083366173401592	39.29%	FLRT3;FLRT1;NLGN3;AUTS2;SPG11;SEMA3A;SEMA3F
plasma membrane organization (GO:0007009)	0.8200519712816237	0.1532889469806742	0.8083072385507386	4.54%	PLSCR4;EHD2;PLSCR3;PLSCR1
negative regulation of transcription, DNA-templated (GO:0045892)	1.0	-0.19021309230057148	-0.8082403350526277	42.49%	NKX2-5;BMP7;HEY2;HAND1;CDKN1C;PROX1;MLIP;PHC1;SAMD11;IRX2;SOX11;USP2;MDFI;IRX1;NR2C2;SLA2;ERN2;FOXP3;PRDM16;CUX2;NR1H3;SEMA4D;HEY1;RCOR2;TBX20;DUSP26;SFRP2;NR1I3;ISL1;ELF3;PTCH1;ZBTB32;NR1D1;IGF2;SOX15;WNT11;PAX9;SOX2;BMI1;CAPN3;PAX6;TBX2;L3MBTL4;MYOZ2;PRDM6;GATA1;GLIS2;DACH1;SOX10;PDGFB;ZP3;HEXIM2;MAEL;EFNA1;HAMP;PHF10;BMP2;NR6A1;LOXL3;MZF1;ZNF219;BMP6;SFMBT2;RARB;RPS6KA5;ZFPM1;IRX3;ZNF750;ZNF596;EHMT2;DPF3;SOX3;PRICKLE1;ACVR2B;BCL11A;PRDM11;NR4A3;RBFOX2;SAMD13;CEBPA;MSX2;GCFC2;ZNF550;ZNF608;ZNF658;HDAC5;BEND5;ZNF436;TLE6;NOG;HIC2;ZNF3;SOX8;PCGF2;CBX2;KAT5;HEXIM1;FOSB;EDNRB;MEIS2;DEAF1;CPEB3;KLF8;MAFK;DNMT3A;L3MBTL1;RING1;E2F8;CBFA2T2;PER1;EID2;VGLL4;SALL1;ZNF703;FGFR2;TRIM27;LIMD1;CRY2;SREBF2;ZNF337;ZNF256;SATB1;ZNF582;ZNF140;PTPRK;WWP1;YY1;CRYM;MITF;KDM2B;DNMT3B;AASS;TLE2;PLCB1;HES1;TGIF2;MEF2A;APBB1;ZFP69;NR2F6;ZNF529;ZNF749;CCAR2;GATA6;MLX;CBX4;ZFHX3
phosphatidylethanolamine acyl-chain remodeling (GO:0036152)	0.8196841942961287	0.27310030395136764	0.8081557785478142	72.72%	PLA2G4A;MBOAT2;MBOAT1;LPCAT4;PLA2G6;LPCAT3;PLBD1
response to alcohol (GO:0097305)	1.0	-0.3581126749584552	-0.807607669819787	22.88%	CHRNB2;ADH6
ncRNA metabolic process (GO:0034660)	1.0	-0.3296113419669541	-0.8075784608528978	19.57%	TRIM71;MAEL
cytoplasmic sequestering of transcription factor (GO:0042994)	1.0	-0.3771733017163082	-0.8075756905232061	6.63%	MDFI
regulation of lipopolysaccharide-mediated signaling pathway (GO:0031664)	1.0	-0.3183177562439463	-0.8073077816189419	27.27%	SCIMP;BMP6;NFKBIL1;TRIB1
negative regulation of phosphoprotein phosphatase activity (GO:0032515)	0.8206149056717685	0.32193862048009736	0.8072763100741097	67.83%	LGALS3;FKBP1A;MGAT5;CRY2;PPP1R1B
positive regulation by host of viral transcription (GO:0043923)	1.0	-0.3810391978122151	-0.8069485283676343	61.94%	HPN;CTDP1;LEF1;JUN;SP1
mitotic DNA replication checkpoint signaling (GO:0033314)	1.0	-0.36360332948111296	-0.8069353745003504	24.97%	RAD17;TICRR
regulation of posttranscriptional gene silencing (GO:0060147)	1.0	-0.2771677714494265	-0.805850780914895	14.70%	TRIM71;NUP210;POM121
regulation of gene silencing by RNA (GO:0060966)	1.0	-0.2771677714494265	-0.805850780914895	14.70%	TRIM71;NUP210;POM121
intracellular sterol transport (GO:0032366)	1.0	-0.3624386445709295	-0.8058085556213036	39.21%	TSPO2;ABCG1;STARD4;VPS4A
positive regulation of ERBB signaling pathway (GO:1901186)	1.0	-0.2878048313356393	-0.8053682133561317	19.87%	MMP9;PTK6;AGR2
negative regulation of DNA repair (GO:0045738)	1.0	-0.384643855296819	-0.8049677227719778	23.87%	RNF169;OTUB2
positive regulation of cell morphogenesis involved in differentiation (GO:0010770)	1.0	-0.26168839410202277	-0.8044665312301802	31.21%	CUX2;APOA1;PTPRD;MDK;CSPG5;OBSL1;CIB1
triglyceride metabolic process (GO:0006641)	1.0	-0.2790146839458383	-0.8042808133928622	30.76%	FABP3;DGAT1;APOE;FABP2;LIPG;LPIN2;LPIN3
positive regulation of cellular amide metabolic process (GO:0034250)	0.8260654069870454	0.14875612613222652	0.8038457753919518	10.16%	IL6;PRR16;RPS27L;THBS1;EIF6;VIM
hexose metabolic process (GO:0019318)	1.0	-0.29720599548447196	-0.803233130862687	23.61%	FBP2;KCNJ11;GHRL;ALDOB
negative regulation of ubiquitin-dependent protein catabolic process (GO:2000059)	1.0	-0.2886427665510217	-0.802970254230228	7.09%	PANO1;TRIM39
positive regulation of transcription by RNA polymerase II (GO:0045944)	1.0	-0.19021589402584602	-0.8024928111799664	37.92%	CSRP3;NKX2-5;BMP5;MYOCD;FOXH1;HEY2;HAND1;HOXB3;CITED4;PROX1;MLIP;MYCN;TBX5;PPARGC1A;EPCAM;RXRG;CASZ1;HNF1A;SOX11;THAP3;NR2C2;FOXP3;NR1H3;IRF6;HEY1;GATA5;SFRP2;NR1I3;ISL1;ELF3;SLC11A1;NME2;NR1D1;IGF2;BTBD18;OTX2;SOX15;RFX4;SOX2;PBX2;LHX4;PAX6;GRHL2;GABPA;GATA1;GLIS2;ABRA;PDGFB;RXRB;LMO2;NHLH2;PHF10;AUTS2;DOT1L;BMP2;E2F5;HAND2;MZF1;HOXB2;BMP6;SPAG8;RARB;NKX2-6;RPS6KA5;ZFPM1;MIXL1;ESRRA;GDF2;FOXA1;ASXL3;KLF15;WNT2;PHOX2A;TAF6L;TP73;RFX6;IRX3;PAX3;ZNF750;DPF3;SOX3;NR4A3;MLLT6;GATA4;BCL2L12;FZD5;ZBED1;CEBPA;ZBED3;KDM6B;LPIN2;LPIN3;HDAC5;CAMK1;MAML3;FOXO4;PPARGC1B;CSRNP3;ZSCAN21;SOX8;KAT5;SOX12;TFEB;ETV1;RHOQ;MEIS2;FOS;CSRNP2;GABPB1;E2F8;CEBPZ;SRF;PER1;TCF20;SALL1;FGFR2;CRLF3;BCL9;PTOV1;TGFB2;ZNF513;JUP;SREBF2;DBP
protein modification by small protein conjugation (GO:0032446)	1.0	-0.197381057133559	-0.8018326560358792	10.07%	TRIM55;ASB2;TRIM63;TRIM17;TRIM54;HIF3A;SPSB4;FBXO24;RNF43;KLHL41;RNF39;NUP210;TRIM39;RNF212B;MIB2;RNF144A;PEX10
negative regulation of interleukin-6 production (GO:0032715)	1.0	-0.3248585750150622	-0.8018251984684114	20.57%	NLRC3;GHRL;PTPN6
macrophage activation (GO:0042116)	1.0	-0.29918427876509224	-0.8011817348053774	13.39%	AGER;SLC11A1;PLCG2
mitotic chromosome condensation (GO:0007076)	1.0	-0.35414543198932286	-0.8009839802338298	48.22%	TTN;NCAPH2;NCAPG;AKAP8L
cellular iron ion homeostasis (GO:0006879)	1.0	-0.24416434725938496	-0.8009708231933507	25.09%	CP;SLC46A1;SLC11A1;HEPHL1;HAMP;BMP6;GDF2;SLC22A17
positive regulation of proteasomal protein catabolic process (GO:1901800)	0.8308535184666422	0.14714822599497607	0.8006787467633824	8.93%	NUPR1;DAB2;TRIB3;RBX1;GABARAP
myelination (GO:0042552)	1.0	-0.24816898532040416	-0.8002309291884441	50.05%	LGI4;EPB41L3;TPPP;CXCR4;SOX10;ADGRG6;MAL2;PLLP;ACSBG1;MYRF;B4GALT6;SCN8A;GPC1;ABCD1;SBF2;AMIGO1;ARHGEF10
regulation of interferon-gamma-mediated signaling pathway (GO:0060334)	0.8312308731645721	0.2442841852427518	0.8000646354736222	27.65%	NLRC5;IFNGR1;PARP14;STAT1;PARP9
cell part morphogenesis (GO:0032990)	0.8308899505025953	0.31373508431494534	0.7999076100102583	11.42%	PID1;FIS1
negative regulation of nucleic acid-templated transcription (GO:1903507)	1.0	-0.19331138176985574	-0.7998895431469814	46.80%	NKX2-5;BMP7;HEY2;HAND1;CDKN1C;PROX1;PHC1;SAMD11;ERN2;FOXP3;PRDM16;HEY1;RCOR2;TBX20;SFRP2;ELF3;NR1D1;WNT11;PAX9;CAPN3;TBX2;L3MBTL4;GLIS2;DACH1;PDGFB;ZP3;HEXIM2;MAEL;PHF10;BMP2;LOXL3;ZNF219;SFMBT2;RPS6KA5;DPF3;PRICKLE1;PRDM11;RBFOX2;SAMD13;CEBPA;MSX2;GCFC2;ZNF658;HDAC5;BEND5;HIC2;SOX8;KAT5;HEXIM1;DEAF1;L3MBTL1;RING1;CBFA2T2;PER1;EID2;VGLL4;SALL1;ZNF703;LIMD1;CRY2;ZNF256;PTPRK;WWP1;TLE2;PLCB1;HES1;CCAR2;GATA6;MLX;CBX4;USP47;THRA;PDCD4;MBTD1;SETDB2;RARA;PRMT6;PATZ1;IKZF4;RBM15B;HDAC9
morphogenesis of an epithelium (GO:0002009)	1.0	-0.3282547436493239	-0.7991929682323807	40.72%	SOX10;LAMA5;SOX8;FGFR2;KDM2B
hepatocyte differentiation (GO:0070365)	1.0	-0.3787012103270483	-0.7991214598732643	2.61%	PROX1
regulation of substrate adhesion-dependent cell spreading (GO:1900024)	0.8318560728921207	0.18073234342390176	0.7989534839934251	11.37%	GBP1;S100A10;DOCK5;ITGB1BP1
posttranslational protein targeting to membrane, translocation (GO:0031204)	0.8322811361180743	0.315293651449946	0.7983026271278587	10.02%	SEC61B;SEC62
nucleotide phosphorylation (GO:0046939)	1.0	-0.38433439327581387	-0.798109619278286	18.58%	NME2;AK8
nucleoside triphosphate biosynthetic process (GO:0009142)	1.0	-0.38433439327581387	-0.798109619278286	18.58%	NME2;AK8
nucleoside diphosphate phosphorylation (GO:0006165)	1.0	-0.38433439327581387	-0.798109619278286	18.58%	NME2;AK8
negative regulation of cAMP-mediated signaling (GO:0043951)	1.0	-0.3560956286849801	-0.7979929383387202	38.26%	PDE3B;PDE4D;RNF157
protein localization to cell-cell junction (GO:0150105)	1.0	-0.31340484336909163	-0.7978610004616746	38.45%	TJP3;TJP1;LSR;DSP;SCRIB
microtubule nucleation (GO:0007020)	1.0	-0.2799320096480359	-0.7965900816419426	64.23%	TUBGCP4;TPPP;TUBGCP2;NDE1;TUBGCP6;CCDC57;RANBP9;TUBGCP5;CLASP1;CSNK1D;CLASP2;GOLGA2;TUBG1
intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630)	1.0	-0.2524942401310227	-0.7963926283373799	31.82%	CIDEB;MOAP1;HTRA2;TP73;CDIP1;BAG6;BCL2L11;USP28
cellular response to radiation (GO:0071478)	1.0	-0.27075927105017317	-0.7955272795115909	21.89%	RAD9A;OPN1SW;OPN4;GPR88
negative regulation of cellular protein metabolic process (GO:0032269)	0.8373537655147859	0.14156013162046094	0.7948989702624921	4.07%	CSTA;SERPINE2;TM4SF20;CSTB
synaptic vesicle transport (GO:0048489)	1.0	-0.3776362222275039	-0.7944865991604524	30.59%	KIF5C;SPG11
regulation of epithelial to mesenchymal transition involved in endocardial cushion formation (GO:1905005)	0.8375971790425927	0.31707687632938325	0.7943315036319323	68.32%	ACVR1;TGFBR2;TGFB3;TGFB2;NOG
protein sumoylation (GO:0016925)	1.0	-0.2609865556765101	-0.7941714012312183	29.57%	NUP210;RNF212B;POM121;EYA1;BCL11A;ZBED1
regulation of keratinocyte proliferation (GO:0010837)	1.0	-0.28647158677954854	-0.7940654742097831	15.12%	CDH3;FGF10;EPPK1
peptidyl-threonine modification (GO:0018210)	1.0	-0.23946450872738012	-0.7940127158817654	59.94%	HIPK4;SBK1;CDC42BPG;DYRK1B;MAP3K12;GALNT13;STK39;ACVR1B;NLK;MARK2;PRKD2;CHEK1;WNK3;HIPK3;LMTK2;AKT1;CAMK2D;MAP2K1;HIPK2;ULK1;TNKS
negative regulation of protein-containing complex assembly (GO:0031333)	1.0	-0.2612930098554308	-0.7938366419112144	37.54%	PRKCZ;NLRC3;ISL1;TMC8;SORL1;TFIP11;PRRT2;SMAD6
regulation of protein metabolic process (GO:0051246)	0.8378436129428886	0.19353285137845067	0.7938044302117907	18.48%	PLAUR;NEDD8;MDM2;KLF2;FKBP1A
heterocycle biosynthetic process (GO:0018130)	1.0	-0.37329935548469073	-0.7935709281035033	35.13%	NOXRED1;ALOX5;MOCS1
organic substance transport (GO:0071702)	1.0	-0.214744506174103	-0.7933031728851003	37.47%	SPNS2;LRP2;SLC23A1;SLC47A1;APOA1;ABCA12;ATP8A1;ABCA3;SLC29A4;ARRDC1;LRP1B;RILP;SLC18A2;SLC6A2;ABCA7;ABCG1;CUBN;SLCO1A2;CHKA;SLC22A5;PLTP
response to ketone (GO:1901654)	1.0	-0.3166132757961818	-0.7928690418703914	12.16%	NR1H3;ABCB4
positive regulation of branching involved in ureteric bud morphogenesis (GO:0090190)	0.840103815692362	0.3170768763293832	0.7920444867201004	68.32%	SIX1;VEGFA;SMO;SOX8;NOG
regulation of response to cytokine stimulus (GO:0060759)	0.8408362500964203	0.25541066337872576	0.7912600676818397	6.04%	RUNX1;IFIH1
mitochondrial electron transport, cytochrome c to oxygen (GO:0006123)	1.0	-0.3146650961976658	-0.7912294541944346	2.26%	COX6A2
negative regulation of BMP signaling pathway (GO:0030514)	1.0	-0.24731137462387642	-0.7907168277182172	37.54%	LRP2;VWC2;SOSTDC1;RBPMS2;BMP2;ACVR2B;SORL1;NOG;HTRA3;SMAD6
regulation of coagulation (GO:0050818)	1.0	-0.351223126838306	-0.7903516938273805	13.56%	HS3ST5;GP1BA
positive regulation of pri-miRNA transcription by RNA polymerase II (GO:1902895)	0.8417437553953317	0.21568393563196706	0.7903143834890575	0.29%	FOSL1
neuron apoptotic process (GO:0051402)	0.8417170638440578	0.27066869300911844	0.7899759122098857	72.96%	FAS;NLRP1;CDK5;NAE1;NGFR;SIAH1;ERBB3
fat cell differentiation (GO:0045444)	1.0	-0.2578340395958297	-0.7885749012509369	42.05%	PPARGC1A;PRDM16;TMEM120B;ERAP1;NR4A3;CEBPA;SOX8;SMAD6;ZNF516;FAM120B
RNA phosphodiester bond hydrolysis, endonucleolytic (GO:0090502)	0.844376704346651	0.2469257730402088	0.7880082445352543	18.89%	RPP30;RNASEH1;POP1;LACTB2;POP7
positive regulation of histone modification (GO:0031058)	1.0	-0.2945497414055584	-0.7877087056969778	8.77%	PPARGC1A;FOXP3
cellular response to insulin stimulus (GO:0032869)	1.0	-0.21406160093504653	-0.787472090764169	35.68%	ATP6V1C2;PKLR;GPLD1;PDE3B;SLC2A4;IGF2;GRB7;GCK;CEACAM1;SLC27A1;PIK3R3;SORBS1;LPIN2;LPIN3;HDAC5;FOXO4;ATP6V1G2;RHOQ;ATP6V0E2
leukocyte cell-cell adhesion (GO:0007159)	0.8451137444401924	0.2724341866615363	0.7872013061255226	21.62%	NT5E;ICAM1;CERCAM;MSN
pteridine-containing compound metabolic process (GO:0042558)	0.8445305273429824	0.30996633292179265	0.787153488120295	21.30%	PTS;CALM1;MTHFD1L
proton transmembrane transport (GO:1902600)	1.0	-0.2711969583527153	-0.7871352836393933	46.15%	ATP1A2;SLC46A1;ATP1A4;SLC25A27;HVCN1;ATP6V0E2;ATP1A3;NNT;COX15
positive regulation of chemokine (C-X-C motif) ligand 2 production (GO:2000343)	0.8459329691703061	0.3146460042540261	0.7859425499856212	68.56%	TLR4;MBP;LPL;CD74;TIRAP
glycerolipid catabolic process (GO:0046503)	0.846857686754381	0.2697622357299544	0.7849980312133767	8.76%	MGLL;PLA2G4A
regulation of nucleic acid-templated transcription (GO:1903506)	1.0	-0.19302092160040563	-0.784925520346862	42.49%	PTP4A3;PPARGC1A;CASZ1;ESRRG;SOX11;NR2C2;FOXP3;SNAI3;TAF5;IGF2;SOX15;IGSF1;SOX2;ELAVL2;BMP2;MZF1;ZNF219;ZNHIT3;RPS6KA5;PAK6;ESRRA;TAF6L;SOX3;AKAP17A;CARM1;ACVR2B;MLLT6;GATA4;ZNF85;ASCC1;ZBED1;CEBPA;GCFC2;FOXO4;PPARGC1B;ZSCAN21;SOX12;ZNF732;CHD7;NFATC2;TFEB;TCF7;ZNF100;OGG1;ZNF703;ZNF628;APBB3;LIMD1;ZNF2;MITF;ZNF718;ZNF713;CELSR2;TGIF2;ZNF516;APBB1;CCAR2;MLX;KMT2D;NFYC;ZFHX3
negative regulation of actin filament bundle assembly (GO:0032232)	1.0	-0.29671964130530887	-0.784702372638918	60.12%	SHANK3;TJP1;ARHGAP6;RHPN2;CGNL1;PIK3R1;ARAP1;CLASP1;PHLDB2;CLASP2
steroid biosynthetic process (GO:0006694)	0.847176022708003	0.2166925870584524	0.7843834366492072	3.63%	AKR1C3;HSD11B1
DNA methylation or demethylation (GO:0044728)	0.846884143189451	0.26352583586626116	0.7837999501969037	73.68%	SPOCD1;BAZ2A;KMT2E;DNMT3B;DNMT3A;FOS;EHMT2
DNA alkylation (GO:0006305)	0.846884143189451	0.26352583586626116	0.7837999501969037	73.68%	SPOCD1;BAZ2A;KMT2E;DNMT3B;DNMT3A;FOS;EHMT2
regulation of autophagy of mitochondrion (GO:1903146)	1.0	-0.3102637657392987	-0.783681850956119	52.74%	HTRA2;FZD5;PINK1;SREBF2;DNM1L;SREBF1;HDAC6
regulation of RNA splicing (GO:0043484)	1.0	-0.23002711038625787	-0.7834678312442938	12.59%	ESRP2;RBM20;RBM38;ESRP1
skin morphogenesis (GO:0043589)	1.0	-0.35072798901101165	-0.7831058069133717	23.15%	ABCA12;CDSN;ITGB4
protein localization to mitochondrion (GO:0070585)	0.8474825013319545	0.2615899072807418	0.7830267805047638	73.87%	ISG15;RALA;DNAJA1;MTCH2;AKT1;HK1;PINK1;HK2
N-acetylneuraminate metabolic process (GO:0006054)	0.8481085050541862	0.2900774958213038	0.782280276414847	71.02%	NPL;NAGK;GNPDA1;ST3GAL1;ST6GAL1;RENBP
nitric oxide biosynthetic process (GO:0006809)	1.0	-0.33786004850381957	-0.7818945095044477	11.93%	ARG2;NOS3
nitric oxide metabolic process (GO:0046209)	1.0	-0.33786004850381957	-0.7818945095044477	11.93%	ARG2;NOS3
regulation of cell migration (GO:0030334)	1.0	-0.18992719756789253	-0.7818704656051816	29.27%	SEMA4G;TBX5;ARHGEF39;SEMA6A;FGF18;MMP9;IGSF10;SMIM22;FGF10;CAMK2A;ERBB4;PDPN;TDGF1;FLT1;SEMA4D;CLDN4;SEMA6B;CDH1;FUZ;SFRP2;STK26;FAM83H;KDR;EPPK1;WNT11;DRD1;PARD6B;DACH1;PDGFB;CTNNA2;CAMSAP3;EPHA1;BMP10;EPHA4;CAMK2B;BMP2;SEMA6C;TJP1;GRB7;ARHGAP4;FGF16;SEMA3E;EGF;AMOT;SEMA3G;MDK;F10;FGF9;CEACAM1;GCNT2;SEMA6D;DLG5;CLDN3;PIK3R3;TMSB15B;SORL1
positive regulation of cell population proliferation (GO:0008284)	1.0	-0.19108242303070852	-0.7818018333623159	27.49%	GDF9;NKX2-5;BMP5;PROX1;SPDYA;EPCAM;FGF18;NES;SOX11;PRKCH;FGF10;SCN5A;ERBB4;TDGF1;FLT1;TBX20;SFRP2;TOX;NME2;IGF2;KDR;TNFSF13;SOX15;AQP1;CHRNA7;BMI1;RAB25;TBX2;HYAL1;NODAL;PDGFB;EPHA1;BMP10;PTPN6;RBPMS2;DOT1L;BMP2;TJP1;BMP6;NKX2-6;FGFR3;IL12RB2;FGF16;WNT2;EGF;MDK;FGF9;GCNT2;ERBB3;NCCRP1;NR4A3
transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	1.0	-0.1908575730027213	-0.7800700864230248	24.12%	ATP6V1C2;ESRP2;EPHA7;ANKS1B;FGF18;MMP9;TRIM71;FGF10;FLRT3;EPHA3;GPLD1;ERBB4;PTK6;CD4;FLT1;CHRNA3;COL4A6;NTF4;ESRP1;SHC2;EFS;IGF2;FLRT1;KDR;HPN;BLK;DDR1;PDGFB;EPHA1;EPHA4;EFNA1;MTSS1;ELMO1;SRMS;EPHB3;GRB7;FGFR3;MST1;EFNB3;FGF16
positive regulation of dephosphorylation (GO:0035306)	0.8511727127023703	0.22535378427084743	0.7800689196270746	12.81%	PPIA;CALM1;CALM2
microtubule bundle formation (GO:0001578)	1.0	-0.28967143754372665	-0.7798212915955806	43.30%	TPPP;CFAP46;RSPH9;TTLL3;MARK4;NUMA1
negative regulation of cell migration (GO:0030336)	1.0	-0.20556398062524506	-0.7795464282886144	40.64%	ATP1B2;TBX5;CDH1;FUZ;SFRP2;STK26;EPPK1;WNT11;DACH1;NODAL;EPHA1;BMP10;EPHA4;MARVELD3;ARHGAP4;HAS1;TRIB1;DLG5;CLDN3;NDRG4;IGFBP5;CD74;NOG;PTPRU;SCAI;PLXNB3;MAGI2;MCTP1;PTPRK;MITF
regulation of protein secretion (GO:0050708)	1.0	-0.21096346639275998	-0.7793154764569828	32.72%	MYOM1;TTN;CACNA2D2;STXBP5L;CACNA1D;LLGL2;KCNJ11;SYT7;KCNA5;BMP6;CACNA1C;GIPR;RAPGEF3;GCK;RFX6;ACHE;APOE;MYO18A;ABCG1;ALOX5;ANKRD1
mRNA splice site selection (GO:0006376)	0.852543078349801	0.22201946472019463	0.7787630429579878	77.84%	SNRPC;ISY1;SF3A3;SLU7;LUC7L3;NOL3;PSIP1;YTHDC1;SRSF12;CELF4;LUC7L2
regulation of protein phosphorylation (GO:0001932)	1.0	-0.19582683812358193	-0.7781879370389475	36.36%	HRC;BMP7;EPHA7;CARD14;FGF18;MMP9;AGER;FGF10;TTN;ERBB4;CD4;SEMA4D;IGF2;RASGRP1;KDR;CHRNA7;ODAM;EFNA1;ROPN1B;BMP2;KLHL31;FGF16;FGF9;CLDN3;PIK3R3;AKTIP;ZBED3;KNDC1;PPP2R5D;CIB1;CD74;P2RY1;KRAS;PINK1;FLOT1;ERBB2;CADM4
regulation of supramolecular fiber organization (GO:1902903)	1.0	-0.2937511963877564	-0.7776079670640831	27.13%	CHRNA7;CAMSAP3;APOE;GBA2
chromatin assembly (GO:0031497)	0.8541208733859829	0.22563478789721753	0.7774062677594323	77.47%	CHAF1B;POLE3;TP53;PAF1;BAHD1;NAP1L4;CDAN1;BRD2;NAP1L3;NAP1L2
regulation of cell motility (GO:2000145)	1.0	-0.2081709847456969	-0.777382598250789	36.88%	FGF18;DUOX1;FGF10;ERBB4;SPOCK2;SPINT2;NTN1;PARD6B;CAMSAP3;NRG4;FGF16;EGF;AMOT;FGF9;CEACAM1;ERBB3;TMSB15B;NRG2;MGAT3;ERBB2;CADM4;PLXNC1;PLXNB3
