Term	fdr	es	nes	gene %	lead_genes
acidic amino acid transport (GO:0015800)	0.8196790186404308	-0.39898534616430004	-1.1306099784399872	35.19%	SLC1A6;SLC25A13;SLC1A3;SLC9A3R1;GJA1;SLC6A6;LRRC8D
inorganic cation import across plasma membrane (GO:0098659)	0.8213178028872801	-0.3526146354788294	-1.1306637756415168	18.36%	ATP1B2;ATP1A2;KCNH2;HCN4;SLC12A7;ATP1A3
cellular metal ion homeostasis (GO:0006875)	0.8193580944033974	-0.31022339641367874	-1.1319709493790586	10.02%	TRDN;TNNI3;ATP1B2;ATP1A2;ATP2A3;SLC24A5;CD40
ephrin receptor signaling pathway (GO:0048013)	0.8194263921618189	-0.28402621262056016	-1.1325739597974323	27.09%	EPHA1;VAV3;EPHA7;MMP9;EFNA2;EFNA3;EPHB6;NCK2;CDK5R1;PAK1;EPHB4;CRK;TIAM1
positive regulation of translational initiation (GO:0045948)	0.8204719883918513	-0.5014037057832679	-1.1328273558318238	49.93%	LARP1;KHDRBS1;YTHDF2;POLR2D;UHMK1
mesenchyme development (GO:0060485)	0.8197550358300328	-0.452246846119558	-1.1337296192381527	14.96%	SFRP2;BMP7;FGFR2
positive regulation of developmental process (GO:0051094)	0.8120167557139524	-0.25579040747364634	-1.1371218479438683	20.31%	APELA;OTX2;KDR;COBL;BMP7;PDGFB;SORL1;APOE;NRXN1;PACSIN1;SOX8;GRIP1;NLGN1;DLG5;MDK
regulation of activin receptor signaling pathway (GO:0032925)	0.8118417946312364	-0.41205486006088315	-1.137856778494009	10.21%	IGSF1;NODAL;ACVR2B
negative regulation of DNA binding (GO:0043392)	0.8122135809909573	-0.39341451482395995	-1.1383398374580938	3.68%	MDFI;SOX11;HEY2
regulation of adenylate cyclase activity (GO:0045761)	0.8123800506113369	-0.5218143935867446	-1.138903596826093	13.39%	ADGRV1;EDNRB
adenylate cyclase-activating G protein-coupled receptor signaling pathway (GO:0007189)	0.8140634178999855	-0.3178827081197605	-1.1389325818216565	20.92%	ADCY2;GNAL;ADGRL3;ADGRG2;ADCY1;LPAR2;ADCY8;LPAR3;ADGRL2;RAMP2
negative regulation of transforming growth factor beta production (GO:0071635)	0.8136284512880878	-0.5119805238165676	-1.1397138556340953	1.08%	CDH3;CD24
nuclear pore organization (GO:0006999)	0.815287244280834	-0.42462476108073155	-1.1397596030736616	43.89%	NUP205;NDC1;NUP153;TMEM170A;NUP54;NUP133;NUP107;RTN4
regulation of synapse organization (GO:0050807)	0.8158019822727832	-0.42070434622732533	-1.140193124584188	20.87%	RAB17;CTNNA2;KLK8;ABHD17B
response to estrogen (GO:0043627)	0.8170005570722965	-0.4109992491112635	-1.1404299345551503	19.15%	CD24;CITED4;KRT19;SERPINB9;TRIM24
positive regulation of protein processing (GO:0010954)	0.8139487371440239	-0.4730903623252714	-1.1421331324817208	10.17%	KLKB1;HPN
negative regulation of neuron projection development (GO:0010977)	0.8149192610016142	-0.3256285895023147	-1.1424025777620295	21.58%	LINGO1;RTN4R;APOE;CRMP1;BCL11A;RTN4RL2;NLGN1;SEMA3A
regulation of telomerase RNA localization to Cajal body (GO:1904872)	0.8108551935337831	-0.4850243354548858	-1.1444937618754187	51.57%	PARN;DCP2;CCT4;CCT7;RUVBL1;NOP10
positive regulation of bone resorption (GO:0045780)	0.8102351909973583	-0.48999816979332383	-1.1453754716165552	24.23%	TNFSF11;SYK;TNFRSF11A;SPP1
microvillus assembly (GO:0030033)	0.8106573961208795	-0.4936697978304194	-1.145879768688488	40.01%	STK26;ESPN;SLC9A3R1;TNIK;EZR
anterior/posterior pattern specification (GO:0009952)	0.8105674715170016	-0.3573696391830346	-1.1465933193641515	10.21%	TDGF1;HES3;HEY2;ACVR2B
regulation of endocytic recycling (GO:2001135)	0.8123253206912229	-0.46007769165604984	-1.1466110523172968	16.79%	PLA2G3;SORL1;INPP5F
snoRNA localization (GO:0048254)	0.809973346654552	-0.5167579755918679	-1.14805176638333	39.72%	PRPF31;ZNHIT3;FBL;PIH1D1
regulation of hydrolase activity (GO:0051336)	0.8089853659684708	-0.31006063879959844	-1.1490487157389702	13.74%	EPHA1;FGD5;VAV3;VAV1;RAP1GAP;RASIP1;ARHGAP44
nucleosome assembly (GO:0006334)	0.8107353398425212	-0.3985687992921321	-1.1490726483999523	31.75%	NAP1L2;NAP1L3;NAP1L4;CHAF1A;NASP;NPM1
positive regulation of keratinocyte differentiation (GO:0045618)	0.8099395501772856	-0.5171843936130043	-1.149999232677455	17.89%	NME2;PRKCH;ETV4
regulation of homotypic cell-cell adhesion (GO:0034110)	0.8113121212693655	-0.4742477131036637	-1.1501540354113704	13.26%	PRKCQ;TNFSF11;SYK
negative regulation of G0 to G1 transition (GO:0070317)	0.8114441875114853	-0.4005687183224931	-1.1507597808528303	21.84%	PHC1;BMI1;FOXO4;CHEK1;CDC7
positive regulation of CD4-positive, alpha-beta T cell activation (GO:2000516)	0.8129834549567239	-0.5149819087176951	-1.1508590722167038	8.75%	PRKCQ;SOCS1
dephosphorylation (GO:0016311)	0.8111953841944195	-0.26736690039556193	-1.152109054330796	33.38%	ALPL;PTPRZ1;PTPN6;EPHX2;PPM1J;PPM1E;PTPN5;MTMR7;DUSP6;PPM1H;PTPRU;PPM1L;PPM1B;CTDP1;DUSP16;PTPRD;PPP1CC;PTPRG;CDC14B;PTPRK;LHPP;DUSP5;DUSP23;PPP2R1B
chromatin assembly (GO:0031497)	0.8094237760371494	-0.37124823654574424	-1.15339658730337	51.93%	NAP1L2;NAP1L3;M1AP;NAP1L4;CHAF1A;SIRT1;NPM1;BAHD1;SART3;SMARCA5;SPTY2D1;POLE3;SOX9
negative regulation of gene expression (GO:0010629)	0.8106396338307021	-0.2233214390616527	-1.1536083671081843	18.51%	LIN28A;SFRP2;TRIM71;DNMT3B;MYCN;SOX11;GRB7;KDR;FGF19;HEY2;CLDN3;PLA2G3;OVOL2;PDGFB;SH3GL2;APOE;CLDN19;JARID2;PAIP2B;IGF2BP1;TERT;OCLN;OLFM1;DNMT3A;BMI1;CENPV;TRIM6;HELLS;LSM14A
calcium-mediated signaling using intracellular calcium source (GO:0035584)	0.8083518622133451	-0.421847267107052	-1.1550353519696601	4.28%	KDR;GPR143
glycine metabolic process (GO:0006544)	0.8050162240520048	-0.5190565177336735	-1.156796296530698	31.51%	GLDC;AMT;GCSH;GCAT
DNA damage checkpoint signaling (GO:0000077)	0.8025871628904049	-0.4443847291651501	-1.1582723737773575	24.91%	USP28;RAD17;STK33;CHEK1;CHEK2
gene silencing by miRNA (GO:0035195)	0.8043918168789487	-0.430123326312901	-1.1582894132483867	0.47%	TRIM71
positive regulation of B cell proliferation (GO:0030890)	0.8061548669420346	-0.4995543688381027	-1.15833228623543	11.52%	VAV3;CD40;CD74
polyol metabolic process (GO:0019751)	0.8078860417033684	-0.34427928928402074	-1.1583836307779023	19.30%	NUDT10;PLCG2;PLCH1;ITPK1;IMPA2;NUDT11;ISYNA1
cellular potassium ion homeostasis (GO:0030007)	0.8075699758952016	-0.5380334385458857	-1.1591666844621784	18.36%	ATP1B2;ATP1A2;ATP1A3
digestive tract development (GO:0048565)	0.8072457226767628	-0.3554136054546578	-1.1599135025700633	17.24%	ZIC3;COBL;EDNRB;STRA6;FGFR2;SALL1;KIT
neural tube closure (GO:0001843)	0.8078733870946665	-0.3995936050508801	-1.1603173415077397	27.43%	GRHL2;COBL;VANGL2;SEMA4C;SCRIB;DEAF1;KDM2B
cellular glucose homeostasis (GO:0001678)	0.8093197768797237	-0.3746053962847621	-1.1604907843115104	4.56%	LIN28A;FOXA3
regulation of sodium ion transmembrane transporter activity (GO:2000649)	0.8094399902024958	-0.3672302239135742	-1.1611226092551157	7.95%	FGF13;FXYD6;WNK2;NETO1
regulation of striated muscle contraction (GO:0006942)	0.8110916433887346	-0.489370865713031	-1.1612051271366368	8.86%	ATP1A2;HCN4
positive regulation of myeloid leukocyte cytokine production involved in immune response (GO:0061081)	0.8071749930829043	-0.4261159513199747	-1.1632468394061874	17.24%	PLCG2;CD74;GPRC5B;KIT
response to glucagon (GO:0033762)	0.8073335153062596	-0.43794307691026885	-1.1638716624162175	21.05%	ADCY2;ADCY1;ADCY8;PRKAR2B
phosphatidylcholine biosynthetic process (GO:0006656)	0.8051050756566248	-0.4366213811756384	-1.165284225614067	6.26%	PCYT1B;LPCAT1
regulation of MAPK cascade (GO:0043408)	0.8019855951100492	-0.26435328870765235	-1.1670247486533278	17.65%	SOX2;CD24;FLT1;KDR;PLCG2;PDGFB;EPHA7;PTPN6;GPR37;GRM4;CD74;SYK;RET;FGFR2;FGFR3;KIT;PHLPP1
DNA integrity checkpoint signaling (GO:0031570)	0.8017113088606872	-0.4415374570397621	-1.1678245472068007	24.91%	USP28;RAD17;DNA2;CHEK1;CHEK2
Fc-epsilon receptor signaling pathway (GO:0038095)	0.7994998046523683	-0.3111892985547787	-1.1692816983711805	13.26%	CARD11;PRKCQ;PLCG2;VAV3;VAV1;SYK
presynapse organization (GO:0099172)	0.8007903095120295	-0.5282353270454418	-1.1695144387335161	19.37%	NLGN4X;NLGN3;NLGN1
glutamine family amino acid metabolic process (GO:0009064)	0.8022682497303265	-0.3631031819320396	-1.169675568118216	43.03%	PRODH;GGT1;GLS2;GLYATL1;ALDH5A1;RIMKLB;ALDH4A1;SLC39A8;GOT2;CAD;GLUD1
serine family amino acid metabolic process (GO:0009069)	0.7975454673906461	-0.5352074345491176	-1.1719677127580286	10.94%	CBS;CDO1
cellular lipid catabolic process (GO:0044242)	0.7979560857282691	-0.40401317125648445	-1.1725105269467833	13.43%	SMPDL3B;FAAH;LIPG;PLBD1
ureteric bud development (GO:0001657)	0.7997925626919599	-0.4218405403995429	-1.1725422599999444	15.37%	GPC3;BMP7;FOXJ1;FGFR2;SALL1
lung epithelium development (GO:0060428)	0.7985567425750638	-0.4953994648085421	-1.173656161433508	14.08%	GRHL2;FOXJ1;STRA6
filopodium assembly (GO:0046847)	0.7996821036089404	-0.4609160109905795	-1.1739369094510161	6.32%	RAB17;FGD5
cellular response to forskolin (GO:1904322)	0.7966484382379372	-0.5422231305653363	-1.1756524352929711	14.30%	ADCY2;ADCY1;ADCY8
response to forskolin (GO:1904321)	0.7966484382379372	-0.5422231305653363	-1.1756524352929711	14.30%	ADCY2;ADCY1;ADCY8
presynapse assembly (GO:0099054)	0.7984030373619745	-0.49293163976205506	-1.1763770279988106	25.43%	NLGN4X;NLGN3;NLGN1;PTPRD
RNA destabilization (GO:0050779)	0.7971415644050431	-0.44791616835801557	-1.1774948485924464	0.64%	LIN28B
phosphatidylcholine acyl-chain remodeling (GO:0036151)	0.7945227263690958	-0.4614537124465744	-1.179038645477656	17.46%	PLA2G3;LPCAT1;PLBD1;MBOAT7
dendrite extension (GO:0097484)	0.7938978660078355	-0.5375773101869061	-1.1799204260176748	15.69%	SH3GL2;TMEM108;AUTS2
inositol phosphate metabolic process (GO:0043647)	0.7949867620684332	-0.35586014779408653	-1.1802260841402268	19.30%	NUDT10;PLCG2;PLCH1;ITPK1;IMPA2;NUDT11;ISYNA1
blood circulation (GO:0008015)	0.795200908537467	-0.36955058400310375	-1.1808537604096594	12.32%	TRDN;TNNI3;HCN4;NPR1;HTR7
regulation of protein localization to membrane (GO:1905475)	0.7968682354762993	-0.39679874850282	-1.1809840046682647	12.25%	GPC3;GPC2;GPC4;VAMP8
glutamine family amino acid catabolic process (GO:0009065)	0.7948230664158895	-0.5100704796319171	-1.1823335435670501	31.30%	PRODH;GLS2;ARHGAP11B;ALDH4A1
positive regulation of release of cytochrome c from mitochondria (GO:0090200)	0.7966826755328199	-0.41003641856298095	-1.1823787037817584	20.33%	BIK;MMP9;MOAP1;BBC3;PMAIP1
ceramide biosynthetic process (GO:0046513)	0.7976698270575006	-0.3868795649960962	-1.182725615319111	4.19%	SPTSSB;CERS4;ST6GALNAC3
sensory perception of sound (GO:0007605)	0.796278762224587	-0.34144889138288886	-1.183922739246864	19.28%	MARVELD2;ADGRV1;COL2A1;MYH14;HPN;LHFPL4;SLC52A3;CRYM;KIT;CDC14A
positive regulation of hormone secretion (GO:0046887)	0.7982103489813386	-0.4854897071329199	-1.1839468203885977	14.70%	SOX11;PLA2G3;VAMP8;RASL10B
neural crest cell migration (GO:0001755)	0.7978997194243151	-0.3541728638054559	-1.184737343902523	21.77%	SEMA6A;SEMA4D;SEMA6B;NRTN;SEMA3F;SOX8;SEMA4A;SEMA6C;SEMA3A;SEMA4C
ceramide metabolic process (GO:0006672)	0.79907627244141	-0.3789778680597148	-1.185039454263482	4.19%	SPTSSB;CERS4;ST6GALNAC3
spindle assembly checkpoint signaling (GO:0071173)	0.7944253409460559	-0.4187024417346482	-1.1872807708765678	34.87%	BUB1B;MAD2L2;TTK;BUB1;CENPF;MAD2L1;KNTC1
mitotic spindle assembly checkpoint signaling (GO:0007094)	0.7944253409460559	-0.4187024417346482	-1.1872807708765678	34.87%	BUB1B;MAD2L2;TTK;BUB1;CENPF;MAD2L1;KNTC1
mitotic spindle checkpoint signaling (GO:0071174)	0.7944253409460559	-0.4187024417346482	-1.1872807708765678	34.87%	BUB1B;MAD2L2;TTK;BUB1;CENPF;MAD2L1;KNTC1
relaxation of cardiac muscle (GO:0055119)	0.7970958492125414	-0.47717224375467526	-1.1883957537469263	6.21%	CHGA;ATP1A2
activation of protein kinase A activity (GO:0034199)	0.7985652687273566	-0.4624396979488545	-1.1885832702568246	21.05%	ADCY2;ADCY1;ADCY8;PRKAR2B
cellular response to glucagon stimulus (GO:0071377)	0.7985652687273566	-0.4624396979488545	-1.1885832702568246	21.05%	ADCY2;ADCY1;ADCY8;PRKAR2B
regulation of secretion by cell (GO:1903530)	0.8006163517764656	-0.35652831015744835	-1.1892527916769389	14.34%	LLGL2;RAB3C;RIMS2;SYN1;VAMP8;SCG5
negative regulation of neuron apoptotic process (GO:0043524)	0.8004939609178148	-0.33691978833861475	-1.1899755689402036	28.42%	PTPRZ1;PLA2G3;TOX3;APOE;PRKCG;ERBB3;MDK;MSH2;TYRO3;KDM2B;SET;SIX4
histone exchange (GO:0043486)	0.8015149314974979	-0.39008754611829954	-1.1903118824771577	32.87%	CENPH;MIS18A;NASP;CENPU;OIP5;NPM1;MIS18BP1;VPS72
positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway (GO:1901030)	0.8013308292574817	-0.47403951253841625	-1.1910468024443517	20.33%	CHCHD10;SFN;BBC3;PMAIP1
tRNA export from nucleus (GO:0006409)	0.8027912306401335	-0.37571333857060707	-1.19125323447996	42.07%	NUP210;NUP205;NUP160;NDC1;NUP153;NUP54;NUP155;NUP133;NUP107;NUP50;NUP43
tRNA-containing ribonucleoprotein complex export from nucleus (GO:0071431)	0.8027912306401335	-0.37571333857060707	-1.19125323447996	42.07%	NUP210;NUP205;NUP160;NDC1;NUP153;NUP54;NUP155;NUP133;NUP107;NUP50;NUP43
calcium ion transport into cytosol (GO:0060402)	0.8059191757295322	-0.4902726809916691	-1.1916076438760066	7.89%	JPH3;JPH1;JPH4
positive regulation of triglyceride biosynthetic process (GO:0010867)	0.8067925195590231	-0.5538719774268679	-1.1920473298109555	32.03%	GPLD1;LDLR;SREBF1;NR1H3
regulation of platelet aggregation (GO:0090330)	0.8086719088753553	-0.48783710840660194	-1.1921208108096335	13.26%	PDPN;PRKCQ;SYK
positive regulation of neural precursor cell proliferation (GO:2000179)	0.8042543858310965	-0.4828564108905862	-1.1943034036740414	25.69%	TOX;NES;FZD3;MDK;KDM1A
vasculogenesis (GO:0001570)	0.8044255334263322	-0.3610035202023447	-1.1949589230429898	3.83%	APELA;KDR;HEY2;TNNI3
small nucleolar ribonucleoprotein complex assembly (GO:0000491)	0.8042871453080621	-0.5084238113066267	-1.1956990293795446	49.23%	ZNHIT3;TAF9;PIH1D1;NUFIP1;RUVBL1;ZNHIT6
box C/D snoRNP assembly (GO:0000492)	0.8042871453080621	-0.5084238113066267	-1.1956990293795446	49.23%	ZNHIT3;TAF9;PIH1D1;NUFIP1;RUVBL1;ZNHIT6
negative regulation of telomere maintenance via telomerase (GO:0032211)	0.8076614405961007	-0.4823588175798415	-1.195980117097605	34.78%	TERF1;PIF1;HNRNPA1;DCP2;NAT10
synaptic transmission, glutamatergic (GO:0035249)	0.8076515444631219	-0.5037243841064263	-1.1966490003581982	17.50%	UNC13A;GRIK5;GRID2
organic anion transport (GO:0015711)	0.8094337577753513	-0.3305391091197888	-1.196773730693406	18.03%	CA14;SLC2A14;SLCO4C1;SLCO4A1;CA2;SLC52A3;SLCO5A1;SLC4A11
regulation of postsynapse organization (GO:0099175)	0.8085484191886123	-0.4066965041983003	-1.1978047543365276	24.21%	KIF1A;ARHGAP44;ABHD17B;LZTS3;CDK5R1;HOMER1
protein localization to cell junction (GO:1902414)	0.8095917363911295	-0.49114648311299447	-1.1981718504462966	19.37%	MARVELD3;TJP3;TJP1;NLGN1
negative chemotaxis (GO:0050919)	0.8100488117988774	-0.3601066963211629	-1.1987545190340223	21.77%	SEMA6A;SEMA4D;SEMA6B;EPHA7;SEMA3F;SEMA4A;SEMA6C;SEMA3A;SEMA4C
positive regulation of G2/M transition of mitotic cell cycle (GO:0010971)	0.8056904309552401	-0.4451012501991043	-1.2008209182607192	34.48%	RCC2;STOX1;CDC25A;CDC7;CCNB1;FBXO5
ncRNA metabolic process (GO:0034660)	0.8071949565332737	-0.4658638066917032	-1.2010636517243976	8.47%	TRIM71;PIWIL2
negative regulation of stem cell differentiation (GO:2000737)	0.8093317911836655	-0.5384615384615385	-1.2010836903214894	46.22%	TCF15;NOTCH1;HES1;NELFB;YTHDF2
positive regulation of MAPK cascade (GO:0043410)	0.802942534716945	-0.24669822124526633	-1.2039767643206452	11.52%	SOX2;CD24;APELA;FLT1;ARHGAP8;FGFR4;KDR;FGF19;P2RY1;NODAL;PLCG2;DIRAS1;PRKCZ;PDGFB;TNFSF11;APOE;GPR37;CD40;GCNT2;GRM4;CD74
glycoprotein biosynthetic process (GO:0009101)	0.8032361817294901	-0.3202412959137469	-1.204606994843093	10.83%	FUT1;B3GALT1;CHST8;B3GALT5;B3GNT7;CHST9;GCNT2
positive regulation of histone H3-K4 methylation (GO:0051571)	0.8053580534930759	-0.5436645312636295	-1.20463097813405	15.69%	DNMT3B;AUTS2
vesicle transport along actin filament (GO:0030050)	0.807473813861544	-0.5539308256342543	-1.2046762320862499	24.79%	MYO5C;FNBP1L;MYO5B
nose development (GO:0043584)	0.8056620709446578	-0.5538087216919334	-1.2059970316463229	44.69%	STRA6;CHD7;SIX4;SKI;GLI3
sulfur amino acid metabolic process (GO:0000096)	0.8048606348742877	-0.41995253465690285	-1.2070009825514274	10.94%	CBS;DPEP1;CDO1
regulation of triglyceride biosynthetic process (GO:0010866)	0.8062885863656942	-0.4897247728581252	-1.2072611949498864	32.03%	SIK1;GPLD1;LDLR;SREBF1;NR1H3
regulation of vesicle-mediated transport (GO:0060627)	0.8063364543653597	-0.30351202383061504	-1.2079730474202506	18.04%	RAB25;RAB17;RAB3C;PLA2G3;STON2;RIMS2;PACSIN1;SYK;INPP5F;SYT7
negative regulation of chemotaxis (GO:0050922)	0.8069682317352465	-0.35659615176893505	-1.2085277854801062	21.97%	SEMA6A;SEMA4D;SEMA6B;AIF1;SEMA3F;SEMA4A;SEMA6C;SEMA3A;SEMA4C;NOTCH1
termination of RNA polymerase II transcription (GO:0006369)	0.8087157755252036	-0.4459636636074171	-1.208691568031379	55.50%	PABPN1;CSTF3;SNRPG;CPSF3;NUDT21;CPSF1;NCBP2;SNRPD3;MED18
import into nucleus (GO:0051170)	0.8101342960803937	-0.3173066023197803	-1.2089652996098317	55.20%	SMN1;NUP62CL;SYK;HNRNPA1;IPO11;CSE1L;NUP153;TNPO3;E2F3;DDX20;NUP155;SNRPG;NUP133;FAM53B;NUP107;NUP50;IPO7;NXT2;GEMIN5;HEATR3;STAT3;APPL2;NUP214;IPO9;GEMIN7;SNRPD3;RPAIN
regulation of NMDA receptor activity (GO:2000310)	0.8080334086633606	-0.5443122575200173	-1.2103860918080624	25.04%	GRIA4;NEFL;NLGN1;DLG3
organic acid transport (GO:0015849)	0.8076731074068667	-0.32476776324553636	-1.2112175714085074	23.92%	SLC7A3;PDPN;SLC7A8;SLC27A3;SLC6A15;SLC16A10;SLC43A1;SLC7A2;SLC38A4;SLC38A5;SLC25A29
embryonic heart tube development (GO:0035050)	0.8087752814871274	-0.5533315463634649	-1.2116026499784938	1.22%	APELA
positive regulation of vascular permeability (GO:0043117)	0.8107914420615012	-0.5013445376045773	-1.2116977906021174	16.32%	FGFBP3;TJP3;OCLN;TJP1
negative regulation of cation channel activity (GO:2001258)	0.8112521297156247	-0.4826227411851026	-1.2123176098427817	21.20%	TRDN;MMP9;FKBP1B
histone H4-K5 acetylation (GO:0043981)	0.8111902695314416	-0.48548960868751173	-1.2130620810662562	51.53%	KAT7;JADE3;HCFC1;KANSL1;KAT8;JADE1;MEAF6
histone H4-K8 acetylation (GO:0043982)	0.8111902695314416	-0.48548960868751173	-1.2130620810662562	51.53%	KAT7;JADE3;HCFC1;KANSL1;KAT8;JADE1;MEAF6
regulation of MAP kinase activity (GO:0043405)	0.8154169313708712	-0.298464295360192	-1.2132041700146996	17.24%	CD24;FLT1;CBLC;BMP7;DIRAS1;PDGFB;TNFSF11;SORL1;APOE;CD40;SPRY4;TRIB1;KIT
nitrogen compound transport (GO:0071705)	0.8103590217147719	-0.28721982764020415	-1.2155427172519766	25.95%	SLC7A3;PDPN;SLC7A8;TMEM30B;SLC6A15;SLC52A3;SLC16A10;SCAMP5;FLVCR1;SLC43A1;SLC29A4;SLC19A2;RAMP2;SLC7A2;SLC38A4;SLC38A5;SLC25A29;ABCC1;RAB38
regulation of ion transmembrane transporter activity (GO:0032412)	0.8100614424896188	-0.4725937667194359	-1.2163729130162546	26.40%	FXYD6;CHRM3;WNK3;HOMER1;FGF12
regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903798)	0.8122221371068395	-0.4648208028092335	-1.2164317586856035	1.25%	LIN28A;MYCN
regulation of posttranscriptional gene silencing (GO:0060147)	0.8090290293465441	-0.35397128152765467	-1.2181161560050333	1.83%	TRIM71;NUP210
regulation of gene silencing by RNA (GO:0060966)	0.8090290293465441	-0.35397128152765467	-1.2181161560050333	1.83%	TRIM71;NUP210
negative regulation of protein dephosphorylation (GO:0035308)	0.8027190612327432	-0.42113577808392744	-1.2216532153063617	21.20%	PPP4R4;PPP1R16B;PPP1R1B;FKBP1B
synaptic vesicle cycle (GO:0099504)	0.8010892231996811	-0.528660336629494	-1.2229226493115204	19.37%	SYT7;BRSK1;NLGN1
negative regulation of ubiquitin protein ligase activity (GO:1904667)	0.800474032288679	-0.5497406648686367	-1.2238974542279606	34.48%	USP44;MAD2L2;MAD2L1;FBXO5
mRNA export from nucleus (GO:0006406)	0.8012192381179327	-0.30329939887489366	-1.2244044369887663	64.75%	U2AF1;NUP210;DDX25;PABPN1;ALYREF;THOC3;NUP205;NUP160;NDC1;EIF4E;NUP153;NUP54;NUP155;NUP133;SRSF2;NUP107;NUP50;CPSF3;NUP43;CASC3;SRSF1;CPSF1;SMG5;RNPS1;POLR2D;NCBP2;SMG6;NUP214;THOC2;DDX19A;RBM8A;RAE1;FYTTD1;U2AF1L4;SEC13;MAGOHB;SLU7
actin filament polymerization (GO:0030041)	0.7979963759621014	-0.48650087035727824	-1.2261762061379509	10.40%	COBL;AIF1;CORO7
carboxylic acid transmembrane transport (GO:1905039)	0.7981442084285415	-0.4075097439092984	-1.2269037361829374	30.63%	SLC7A8;SLC25A21;SLC38A4;SLC38A5;ABCC1;SLC16A1;SLC5A6;SLC13A3
DNA damage induced protein phosphorylation (GO:0006975)	0.799201130665221	-0.5548511184549401	-1.227308754576625	24.91%	MAP2K6;CHEK1;CHEK2
positive regulation of trophoblast cell migration (GO:1901165)	0.7984103709580602	-0.5661350090457904	-1.2283430717686623	1.22%	APELA
positive regulation of homotypic cell-cell adhesion (GO:0034112)	0.7924275041631536	-0.5614550647305105	-1.2309287765578878	8.38%	PDPN;TNFSF11
negative regulation of transposition (GO:0010529)	0.7922175506802382	-0.5681590799519132	-1.231808033761992	23.69%	PIWIL2;TEX15;ZNF93;APOBEC3D
negative regulation of cellular amide metabolic process (GO:0034249)	0.7876657717849862	-0.3184889193288563	-1.2340148138273481	12.42%	LIN28A;TRIM71;GRB7;SORL1;APOE;PAIP2B;IGF2BP1
protein localization to membrane (GO:0072657)	0.7899369644497471	-0.2608646855816061	-1.2340507968901906	26.03%	CDH1;FGF13;MAP7;ZDHHC22;P2RY1;RAB3C;CRB3;NRXN1;PACSIN1;LRRC4;TESC;DPP10;TSPAN33;LIN7A;NLGN1;RAMP2;EFR3B;ANK1;EPB41L3;TSPAN15;RAB3D;WNK3;SCRIB;PIGW;PKP3;DLG3;SLC9A3R1;RAB38;ARL5B
long-term synaptic potentiation (GO:0060291)	0.7879399117666411	-0.4844803586233494	-1.235444795319212	20.77%	PRKCZ;SHANK2;RGS14;GRIN2D
negative regulation of transcription regulatory region DNA binding (GO:2000678)	0.7858936176085173	-0.5511833617911732	-1.2368413238733673	3.68%	SOX11;HEY2
negative regulation of cation transmembrane transport (GO:1904063)	0.7879065447990251	-0.49377142285625664	-1.2369750937826194	16.96%	ATP1A2;KCNH2;MMP9;SLC43A1
vesicle cytoskeletal trafficking (GO:0099518)	0.7896902476926918	-0.4223964576661099	-1.2371951897220832	25.30%	KIF1A;MYO5C;SYT4;FNBP1L;MYO5B;F8A1
mRNA 3'-end processing (GO:0031124)	0.789821994480762	-0.3540454289468744	-1.2379255027427685	64.75%	U2AF1;PABPN1;RPRD1A;CSTF3;ALYREF;THOC3;SRSF2;CPSF6;CPSF3;CASC3;SRSF1;NUDT21;CPSF1;RNPS1;POLR2D;NCBP2;THOC2;RBM8A;U2AF1L4;MAGOHB;SLU7
regulation of heart rate by cardiac conduction (GO:0086091)	0.7907498972435085	-0.4455786107020633	-1.2383648760303985	8.86%	DSG2;DSC2;KCNH2;HCN4
import into cell (GO:0098657)	0.7892169961516564	-0.3864434450948875	-1.2396020322724144	16.87%	SLC7A8;ATP1A2;SLC1A6;SLC12A7;SLC29A2
regulation of cytoplasmic translation (GO:2000765)	0.7830241457356953	-0.5604018141483953	-1.2423709345847376	0.06%	LIN28A
positive regulation of cellular component movement (GO:0051272)	0.78420939719079	-0.46955899090180875	-1.2427725432636225	2.21%	PDPN;TUBB2B
regulation of release of sequestered calcium ion into cytosol (GO:0051279)	0.7846951975072419	-0.39107195288299657	-1.2433663187806085	7.89%	TRDN;JPH3;JPH1;JPH4
visual system development (GO:0150063)	0.7828414938420415	-0.3991157715780947	-1.2447546868244805	8.08%	SOX2;FREM2;GDF3;SALL2
nonribosomal peptide biosynthetic process (GO:0019184)	0.7831437332735108	-0.5653308828953155	-1.24543252087563	12.77%	GGT1;OPLAH
generation of neurons (GO:0048699)	0.7754819159017244	-0.27170469465468317	-1.2486177232762146	18.34%	NLGN4X;HES3;FGF13;TUBB2B;SOX11;IRX2;HEY2;FZD5;MARK1;ADGRL3;GPM6A;BRSK2;WNT3;ARTN;FZD3;AUTS2;FZD7;MYEF2;BRSK1
synaptic vesicle exocytosis (GO:0016079)	0.7717333267207294	-0.44063645427888887	-1.250630921985547	18.04%	UNC13A;RIMS2;SYT2;SYT7
DNA conformation change (GO:0071103)	0.7694152300031102	-0.5685061964963776	-1.2521211611679581	32.46%	HMGB3;TOP2A;TOP1MT;TOP2B
retinoid metabolic process (GO:0001523)	0.7680488929186257	-0.33850138467631574	-1.25333658371085	14.08%	CYP2S1;LRAT;GPC3;GPC2;APOE;GPC4;RDH13;STRA6
